Names;Mesure0;Mesure1;Mesure2;Mesure3;Mesure4;Mesure5;Mesure6;Mesure7;Mesure8;Mesure9
LYCEE JOLIOT-CURIE;2012;33;71;55;78;311;58;51;75;287
LYCEE MONTESQUIEU (GENERAL ET TECHNO.);2012;11;20;18;40;89;91;75;89;92
LYCEE JACQUES PREVERT;2012;36;62;66;67;231;89;76;88;270
LYCEE ALBERT CAMUS;2012;67;134;164;35;400;88;85;96;364
LYCEE PIERRE D'ARAGON;2012;52;105;170;157;576;92;90;94;557
LYCEE BELLEVUE (GENERAL ET TECHNO.);2012;23;133;213;91;460;83;92;95;457
LYCEE JEAN VIGO;2012;25;34;43;31;133;88;100;91;127
LYCEE BOSSUET;2012;23;42;57;39;161;96;95;91;153
LYCEE MARIE CURIE;2012;58;45;47;90;356;93;89;91;363
LYCEE EMILIE DE RODAT (GENERAL ET TECHNO.);2012;14;57;74;41;186;100;100;100;205
LYCEE OZENNE;2012;33;94;72;70;269;100;99;99;343
LYCEE VICTOR HUGO;2012;31;49;69;75;224;100;96;94;265
LYCEE D'AMBOISE;2012;8;16;14;28;66;100;100;93;69
LYCEE MAXIMILIEN SORRE;2013;23;56;19;63;218;96;84;89;200
LYCEE GUILLAUME BUDE (GENERAL ET TECHNO.);2013;28;69;118;76;351;96;86;84;366
LYCEE SAMUEL DE CHAMPLAIN;2013;45;86;114;80;346;84;86;84;347
LYCEE ROBERT SCHUMAN (GENERAL ET TECHNO.);2013;18;35;60;48;161;89;74;82;134
LYCEE FREDERIC MISTRAL (GENERAL ET TECHNO.);2013;47;103;153;59;362;98;96;97;317
LYCEE MARCELIN BERTHELOT;2013;24;81;243;19;367;100;99;98;385
LYCEE PABLO PICASSO;2013;83;75;97;49;304;93;92;78;298
LYCEE HENRI PARRIAT;2013;35;54;95;31;235;94;85;88;227
LYCEE BOISSY D'ANGLAS (GENERAL ET TECHNO.);2013;30;52;57;41;205;97;94;100;292
LYCEE LES TROIS SOURCES;2013;29;48;75;58;210;97;92;97;209
LYCEE ROUMANILLE;2013;23;50;61;16;150;96;94;92;152
LYCEE ROLAND GARROS (GENERAL ET TECHNO.);2013;68;57;148;76;572;87;95;99;533
LYCEE EVARISTE DE PARNY;2013;53;61;163;140;444;91;97;88;382
LYCEE GASTON MONNERVILLE;2013;30;44;53;65;248;83;84;83;256
LYCEE LES AVIRONS (GENERAL ET TECHNO.);2013;16;50;71;54;191;81;88;90;209
LYCEE EDOUARD HERRIOT (GENERAL ET TECHNO.);2013;54;113;164;64;395;96;99;90;364
LYCEE MARLIOZ (GENERAL ET TECHNO.);2013;30;85;124;45;284;97;98;95;294
LYCEE STE ANNE;2013;69;84;126;57;336;93;67;96;332
LYCEE AMBROISE CROIZAT;2013;8;58;78;70;214;88;98;94;329
LYCEE DU GRESIVAUDAN (GENERAL ET TECHNO.);2013;23;94;176;39;355;91;98;98;451
LYCEE LA PLEIADE;2013;8;60;80;59;226;88;97;80;243
LYCEE L'OISELET;2013;35;63;148;88;391;94;98;95;500
LYCEE ROBIN;2013;21;59;87;33;213;100;98;97;216
LYCEE DE LA MATHEYSINE (GENERAL ET TECHNO.);2013;18;15;43;18;94;100;100;98;116
LYCEE ELLA FITZGERALD (GENERAL ET TECHNO.);2013;65;103;124;80;372;97;97;89;390
LYCEE LA SAULAIE (GENERAL ET TECHNO.);2013;23;52;83;43;201;100;92;93;205
LYCEE ARISTIDES BERGES;2013;17;72;127;87;303;100;96;92;293
LYCEE CAMILLE COROT;2013;25;61;64;48;198;92;92;94;227
LYCEE DE L'EDIT;2013;7;62;65;32;166;100;95;95;172
LYCEE JEAN-BAPTISTE COROT;2013;30;54;71;69;234;83;78;83;251
LYCEE LE VERGER;2013;31;58;65;96;250;84;86;92;236
LYCEE PAUL HAZARD;2013;60;105;122;83;370;93;92;95;336
LYCEE FENELON;2013;28;68;170;39;305;93;93;83;251
LYCEE FRANCOIS-JOSEPH TALMA;2012;33;82;152;47;349;82;84;91;361
LYCEE PARC DES LOGES;2012;31;116;120;90;417;84;79;78;416
LYCEE AUGUSTE RENOIR;2012;46;85;108;59;298;85;89;77;340
LYCEE SAINT- LOUIS SAINT-CLEMENT;2012;17;28;74;16;135;100;100;100;163
LYCEE JEAN BAPTISTE COROT;2012;133;139;239;161;672;84;90;93;624
LYCEE ALBERT EINSTEIN;2012;40;63;82;90;275;90;89;82;306
LYCEE CLAUDE NOUGARO;2012;15;33;46;22;116;100;88;87;157
LYCEE SIMONE DE BEAUVOIR;2012;16;54;90;75;294;94;81;70;246
LYCEE RENE CASSIN;2012;47;69;81;124;380;83;93;81;377
LYCEE GEORGE SAND (GENERAL ET TECHNO.);2012;54;106;120;92;372;89;77;83;366
LYCEE SUGER;2012;13;29;23;24;89;100;100;96;81
LYCEE LAKANAL;2012;20;94;197;35;346;100;98;98;340
LYCEE VICTOR HUGO;2013;29;84;90;80;336;83;74;62;264
LYCEE NOTRE DAME DU GRANDCHAMP;2012;31;91;87;115;324;100;100;100;321
LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.);2012;48;109;103;154;445;56;75;68;371
LYCEE LOUISE WEISS (GENERAL ET TECHNO.);2012;18;48;48;45;215;83;94;90;237
LYCEE DE L HAUTIL (GENERAL ET TECHNO.);2012;14;26;47;58;145;93;85;77;119
LYCEE JULES FERRY;2012;35;93;103;93;324;89;86;88;329
LYCEE CONDORCET (GENERAL ET TECHNO.);2012;23;25;63;75;186;83;76;87;180
LYCEE NOTRE-DAME DE BURY;2012;32;76;125;24;257;100;100;98;272
LYCEE JACQUES PREVERT;2012;36;66;105;99;306;89;86;90;283
LYCEE ALAIN;2012;44;119;174;28;365;84;92;93;359
LYCEE DENIS DIDEROT (GENERAL ET TECHNO.);2013;25;29;57;61;281;52;90;47;183
LYCEE ADAM DE CRAPONNE;2013;37;49;122;68;359;100;96;89;365
LYCEE HONORE ROMANE;2013;11;20;33;27;137;100;85;97;151
LYCEE VICTOR HUGO;2013;31;71;58;91;347;90;80;93;332
LYCEE FRANCOIS TRUFFAUT;2013;51;18;69;56;255;92;83;80;255
LYCEE PAUL CLAUDEL;2013;44;69;48;52;272;82;90;77;287
LYCEE CHARLES DE GAULLE (PLACE) (GENERAL ET TECHNO.);2013;29;34;51;18;132;90;74;88;137
LYCEE SAINT VINCENT;2013;27;82;81;17;221;100;100;99;223
LYCEE SACRE COEUR;2013;31;59;57;32;179;87;92;91;169
LYCEE LA TOUR DES DAMES (GENERAL ET TECHNO.);2013;18;27;59;48;183;83;78;93;185
LYCEE JACQUES FEYDER;2013;50;77;114;90;359;82;83;77;364
LYCEE CHARLES LE CHAUVE;2013;58;155;135;112;491;91;91;88;449
LYCEE HENRI WALLON;2013;44;30;52;54;195;82;87;73;244
LYCEE PAUL ROBERT (GENERAL ET TECHNO.);2013;33;47;63;28;171;91;89;90;175
LYCEE ALBERT SCHWEITZER;2013;63;91;129;64;347;95;95;92;372
LYCEE SAINT CHARLES (GENERAL ET TECHNO.);2013;9;14;20;16;108;89;86;75;103
LYCEE MATHIAS (GENERAL ET TECHNO.);2013;56;66;69;47;326;89;86;93;306
LYCEE L?ON BLUM (GENERAL ET TECHNO.);2013;31;54;67;42;217;97;96;97;219
LYCEE DARIUS MILHAUD (GENERAL ET TECHNO.);2013;33;50;73;58;269;85;94;82;243
LYCEE LEON BLUM (GENERAL ET TECHNO.);2013;41;58;93;73;265;85;97;89;259
LYCEE LOUIS DAVIER (GENERAL ET TECHNO.);2013;27;60;89;54;246;93;88;91;251
LYCEE HENRI VINCENOT (GENERAL ET TECHNO.);2013;18;29;47;31;125;100;93;85;135
LYCEE DU SACRE COEUR (GENERAL ET TECHNO.);2013;12;41;56;20;129;100;95;89;120
LYCEE ALAIN BORNE;2013;55;49;136;103;343;91;100;97;408
LYCEE DE L'ALBANAIS;2013;26;116;119;45;340;96;96;97;280
LYCEE CHARLES PONCET;2013;47;89;130;32;358;85;88;95;351
LYCEE CHARLES BAUDELAIRE;2013;89;166;169;68;492;90;94;95;505
LYCEE MARIE CURIE;2013;24;124;152;59;359;83;90;92;396
